"Category","Tag","Rank","Page","Wall_ID","Fans","PTA"
"brands","telecom","266","Etisalat Afghanistan","296059680411799","155726","2590"
"brands","telecom","267","Three UK","197259133622381","155558","4536"
"brands","telecom","268","Entel Bolivia","130303500353465","154339","4077"
"brands","telecom","269","AMC","171585702896838","154282","4100"
"brands","telecom","270","Vodafone CZ","176688316811","153873","1382"
"brands","telecom","271","O2 CZ","120461304659141","153670","5097"
"brands","telecom","272","Orange CH","115249415183756","152121","3998"
"brands","telecom","273","Personal Paraguay","104209627726","151241","7939"
"brands","telecom","274","Samsung Mobilers Romania","249665711744604","150989","2192"
"brands","telecom","275","ZiPpZaR Mobile","189015101124612","150741","1268"
"brands","telecom","276","MetroPCS","102147463157061","148106","992"
"brands","telecom","277","Loop Mobile","179408608765701","147970","822"
"brands","telecom","278","Teletón Guatemala","112945415382515","147206","2839"
"brands","telecom","279","Digicel El Salvador","306497083787","145014","4793"
"brands","telecom","280","Turkcell Superonline","175611614709","143547","3675"
"brands","telecom","281","Touch Lebanon","216944381660283","142815","3597"
"brands","telecom","282","Vodacom Tanzania","157101090980948","140860","9917"
"brands","telecom","283","SmarTone","5950283502","140021","4268"
"brands","telecom","284","Yorn","100513146669951","139978","2702"
"brands","telecom","285","FLY MOBILE","141220925891437","139571","1375"
"brands","telecom","286","T-Mobile UK","120236564699086","139286","926"
"brands","telecom","287","HOT הוט","184483741596409","135354","4905"
"brands","telecom","288","Telenor talkshawk","167539119927648","134803","3108"
"brands","telecom","289","Mobilink Jazz","238265942922546","134519","2601"
"brands","telecom","290","Tigo RDC","280166965356155","133859","19011"
"brands","telecom","291","Pildyk","144542945569496","133124","6631"
"brands","telecom","292","M:TEL","24709919804","132677","5959"
"brands","telecom","293","Sony Mobile NG","113851015343146","131205","1875"
"brands","telecom","294","Zain Sudan","193805984003609","130776","11695"
"brands","telecom","295","klarmobilDE","337439572863","130337","1270"
"brands","telecom","296","Türk Telekom","494215937289980","129837","618"
"brands","telecom","297","Vodacom","125229953788","129440","7502"
"brands","telecom","298","حضارة لخدمات الإنترنت | Hadara…","121198854662027","128950","7960"
"brands","telecom","299","Orange España","118067454874491","128269","2957"
"brands","telecom","300","Telecom Italia Group","132882126747396","128058","1130"
"brands","telecom","301","Nextel Perú","198975483478832","127374","1398"
"brands","telecom","302","Cricket Wireless","56982775587","125014","1367"
"brands","telecom","303","AHA Moments","112517455450091","124721","317"
"brands","telecom","304","Wataniya","181832232881","123586","8567"
"brands","telecom","305","Amigos","126357617397029","122772","517"
"brands","telecom","306","Vodafone ZooZoo","75203036449","122312","21"
"brands","telecom","307","Bezeq -بيزك","134887703228817","120840","4590"
"brands","telecom","308","Huawei Device Egypt","200499779985590","118491","5358"
"brands","telecom","309","Optus","86398004596","117823","3003"
"brands","telecom","310","Yes 4G","242365937676","117714","1130"
"brands","telecom","311","Meteor","110477862309592","117427","3278"
"brands","telecom","312","Airtel Bangladesh","116039711795384","115949","1060"
"brands","telecom","313","Vodafone Ghana","150534708294627","115784","2281"
"brands","telecom","314","wi-tribe Pakistan","134377258929","115230","2885"
"brands","telecom","315","StarHub","134934362471","114989","3633"
"brands","telecom","316","Uninor","187485434613064","114667","1497"
"brands","telecom","317","Ežys","264025685182","114213","6433"
"brands","telecom","318","Telenor Hungary","406135951124","113242","3792"
"brands","telecom","319","Alfa Telecommunications","76088351303","112838","2453"
"brands","telecom","320","Charter Communications","90301409621","112740","5708"
"brands","telecom","321","congstar","41988569773","112686","3026"
"brands","telecom","322","Telecom NZ","283396765658","112206","2089"
"brands","telecom","323","Vodafone Ireland","39948747919","112089","1466"
"brands","telecom","324","BASE","168551743164138","111783","2280"
"brands","telecom","325","Movistar Panamá","120161184664851","111118","5575"
"brands","telecom","326","Movistar El Salvador","112276695454530","111022","8348"
"brands","telecom","327","MTN South Africa","96690304986","110251","6074"
"brands","telecom","328","Globe BlackBerry","103993539718","110082","896"
"brands","telecom","329","Beeline Uzbekistan","124711857573418","108167","4147"
"brands","telecom","330","TELKOMSEL","108288103439","108021","274"
"brands","telecom","331","Vodafone New Zealand","6172127502","107526","3440"
"brands","telecom","332","Nexmedia - Simply Entertaining","301196949894576","107435","1545"
"brands","telecom","333","Broadnet","189466754916","106983","1425"
"brands","telecom","334","Telecom Egypt","126352000757220","106684","1188"
"brands","telecom","335","الوسط العربي orange","377767194749","106574","5829"
"brands","telecom","336","Telmex","173400592680781","105865","2522"
"brands","telecom","337","Hutchison 3 Global Services - H3GS","131142976908574","105782","487"
"brands","telecom","338","VIVA Kuwait","85631962851","105611","8560"
"brands","telecom","339","KPN","297779776717","105090","6069"
"brands","telecom","340","Мтел","159569844068349","105051","6625"
"brands","telecom","341","MTN..Sudan","114773511337","104837","19493"
"brands","telecom","342","O2 SK","210696472295978","103785","1101"
"brands","telecom","343","Vodafone Nederland","143067869056837","103663","3337"
"brands","telecom","344","Orange Jeux","156491494380249","103570","802"
"brands","telecom","345","Sparrow SMS","125464220824460","103443","2485"
"brands","telecom","346","Free (Officiel)","350443398302522","102515","1138"
"brands","telecom","347","ONE.mk","174802973837","102179","814"
"brands","telecom","348","IPKO Rrethi yt","164673653562784","101730","2450"
"brands","telecom","349","Fanoos Telecom","293231255996","101388","3065"
"brands","telecom","350","D-Smart","140035836057950","101177","5021"
"brands","telecom","351","MTN UG","169895513036704","100270","15976"
"brands","telecom","352","CLARO Panamá","353160849311","99843","4807"
"brands","telecom","353","WIND","129766020417759","99029","559"
"brands","telecom","354","Syriatel","186734541367498","98006","6317"
"brands","telecom","355","T24 Mobile","124327187637841","97179","623"
"brands","telecom","356","BT UK","117901231611178","96761","1169"
"brands","telecom","357","Tele2 Lietuva","134501596604591","95942","3025"
"brands","telecom","358","Más Móvil Panamá","131246030221430","95206","1376"
"brands","telecom","359","KAZANMAKMAK","315707061782189","95145","419"
"brands","telecom","360","Nawras","278217848856902","94105","5890"
"brands","telecom","361","Sonera","103645656349867","93996","3105"
"brands","telecom","362","TelefonicaComAr","185562538121596","93618","4273"
"brands","telecom","363","Wateen Telecom","256766054336180","93535","792"
"brands","telecom","364","Fenercell","103693882650","93457","1714"
"brands","telecom","365","Virgin Mobile Polska","321516991235979","93445","3098"
"brands","telecom","366","Viva Services","132677840080796","93292","959"
"brands","telecom","367","Yoigo","206789427328","92175","2890"
"brands","telecom","368","Ucell","343019793370","91766","4301"
"brands","telecom","369","Orange Israel","323417782633","91242","1066"
"brands","telecom","370","NEToficial","122665237747800","90724","2884"
"brands","telecom","371","AT&amp;T Latino","160032935549","90601","1057"
"brands","telecom","372","Telekom SK","115969791812982","88799","7886"
"brands","telecom","373","Di412","258380510913649","88544","2865"
"brands","telecom","374","Digicel Panamá","79614858980","87838","3393"
"brands","telecom","375","Halebop","78402726296","87606","16650"
"brands","telecom","376","simyo Deutschland","101967384183","87472","9197"
"brands","telecom","377","Unitel","110452689012090","86600","6422"
"brands","telecom","378","Airtel Life","133411986696226","86496","1486"
"brands","telecom","379","Orange Slovensko","162176693837904","86369","1763"
"brands","telecom","380","Spice Mobiles","235386174321","86083","1327"
"brands","telecom","381","GMM Z","357306354302013","85922","8951"
"brands","telecom","382","Vidéotron","128449643851245","84854","1356"
"brands","telecom","383","Tele2","107331939315579","84369","1867"
"brands","telecom","384","Telstra","9322764314","84172","2250"
"brands","telecom","385","The Bahamas Telecommunications…","108358111453","83891","1164"
"brands","telecom","386","Hutch Sri Lanka","168494329842338","83291","1290"
"brands","telecom","387","Vipnet","19740133003","82754","2153"
"brands","telecom","388","Cablemas Amigo","174471679254873","82275","3045"
"brands","telecom","389","The Phone House","80422198156","81251","646"
"brands","telecom","390","Airtel Kenya","122273904502736","80949","1904"
"brands","telecom","391","Romtelecom","204543998168","80743","2551"
"brands","telecom","392","M9 by ZONG","170710549631564","80002","62"
"brands","telecom","393","Vivacom","130400777004291","79938","1624"
"brands","telecom","394","Sudani","310223269019852","79559","2732"
"brands","telecom","395","Få Mest Mulig ut av NetCom","170253341688","78781","2603"
"brands","telecom","396","Bobsled","124557867619407","77837","618"
"brands","telecom","397","GncTeklif","145251125512873","77537","97"
"brands","telecom","398","Elisa","259662177410754","76891","840"
"brands","telecom","399","Ride Sessions","151546871524880","75259","541"
"brands","telecom","400","Omnitel","46321397670","74220","1179"
"brands","telecom","401","MTN Afghanistan","73114189295","73917","5741"
"brands","telecom","402","Claro Paraguay","184424518242316","73304","3690"
"brands","telecom","403","GSM advance","111102816221","73124","2764"
"brands","telecom","404","Antel","182340975141798","70182","9795"
"brands","telecom","405","Iskon","123085067717389","69962","1013"
"brands","telecom","406","ONO","98605401856","69605","1080"
"brands","telecom","407","EMT","170696907618","69573","330"
"brands","telecom","408","O2 Ireland","108948335807160","67593","436"
"brands","telecom","409","T-Mobile Austria","74814102052","67413","1746"
"brands","telecom","410","Comviq","163546672952","66771","1562"
"brands","telecom","411","Tele2 Norge","149778835032883","66769","1035"
"brands","telecom","412","Telia","278870944782","66078","2513"
"brands","telecom","413","MTN Syria","120137774687965","65890","2411"
"brands","telecom","414","Telkom Indonesia","114315371913923","65672","415"
"brands","telecom","415","ITAK","37525223434","65602","152"
"brands","telecom","416","WIND F2G","168980533147619","65584","1335"
"brands","telecom","417","Orange Sénégal l'officiel","165622776799685","65304","2546"
"brands","telecom","418","AXIS Worry Free BlackBerry®…","97836691850","65227","3"
"brands","telecom","419","vox","218586572685","64952","3802"
"brands","telecom","420","ბილაინი • Beeline","162469697103698","64869","31834"
"brands","telecom","421","Etisalat","107925989227868","64751","1645"
"brands","telecom","422","Prixtel","132368053477586","63489","3921"
"brands","telecom","423","Zain Kuwait","114476661945257","63369","442"
"brands","telecom","424","ZTE Malaysia","226734304005117","62873","202"
"brands","telecom","425","UPC Magyarország","184177601611829","62755","354"
"brands","telecom","426","blinkbox","120042728047430","62595","2433"
"brands","telecom","427","Orange Mauritius","153686747994892","62319","3384"
"brands","telecom","428","Azteca Guatemala (oficial)","238268799547266","61783","1468"
"brands","telecom","429","Cell C","124337117264","61722","1456"
"brands","telecom","430","Airtel Uganda","111332772291773","61568","1818"
"brands","telecom","431","UNE EPM Telecomunicaciones","47562714382","61024","7846"
"brands","telecom","432","VIVA Bahrain","263916658563","60985","2287"
"brands","telecom","433","МТС","156702524348046","60935","1004"
"brands","telecom","434","MTN Cyprus","111125275639882","60599","243"
"brands","telecom","435","Numericable","141808026990","60566","758"
"brands","telecom","436","GLOBUL","118564798181386","60396","930"
"brands","telecom","437","MTS India","192081154169158","60175","1751"
"brands","telecom","438","Sun Cellular BlackBerry","222186127820482","60092","192"
"brands","telecom","439","TDC","122386617773431","59137","1939"
"brands","telecom","440","Casa Blanca Costa Rica","215562991800449","59128","7156"
"brands","telecom","441","Claro Hogar Colombia","438271739524566","58998","5276"
"brands","telecom","442","NobelCom","191349873825","58698","3720"
"brands","telecom","443","48months","319682018072625","58350","226"
"brands","telecom","444","LOOP","10321443188","58281","168"
"brands","telecom","445","Indonesia WiFi","337495966291542","57849","6263"
"brands","telecom","446","Vodafone CU","88605814755","57283","2112"
"brands","telecom","447","Tele2 Eesti","119095551436307","57196","1183"
"brands","telecom","448","Netflix Brasil","216630021727132","56563","2853"
"brands","telecom","449","Matrix Cellular Services","204630899549623","56241","3004"
"brands","telecom","450","Mobitel","26941492932","56124","1414"
"brands","telecom","451","MTN Cameroon","175506022483215","55960","3868"
"brands","telecom","452","Virgin Mobile Chile","399622263384613","55333","3238"
"brands","telecom","453","Rebtel","14657950530","55326","248"
"brands","telecom","454","D-Link","18053169357","55323","416"
"brands","telecom","455","8.ta","155139987850756","55214","1331"
"brands","telecom","456","Orange Kenya","322096256233","54834","3400"
"brands","telecom","457","Celular KIt Distribuidor Telcel","346512048750966","54087","4722"
"brands","telecom","458","Telkomsel Lovers","40366211080","53731","53"
"brands","telecom","459","Vidéo à la demande d'Orange","148757658493947","53180","1513"
"brands","telecom","460","Si.mobil","48447625148","52923","3156"
"brands","telecom","461","Claro TV","235599003189302","52547","1576"
"brands","telecom","462","T-Mobile Plein","155526387811390","52367","1499"
"brands","telecom","463","3 Österreich","114989318521198","52323","1135"
"brands","telecom","464","HT","156989734313125","51977","3927"
"brands","telecom","465","Germanos Bulgaria","131398310244098","51787","986"
"brands","telecom","466","Orange Uganda","125431367475192","51761","1173"
"brands","telecom","467","Super","138909289513575","51594","38"
"brands","telecom","468","NEC Mexico","139814516049695","51097","330"
"brands","telecom","469","YOO","510292742315636","50728","1849"
"brands","telecom","470","Nokia Azerbaijan/ Mobitel","165469366803978","50203","1671"
"brands","telecom","471","Chess","106443301435","50045","480"
"brands","telecom","472","Teletalk 3G","274566052655023","49439","4758"
"brands","telecom","473","P1 Buddy","57787990421","49412","483"
"brands","telecom","474","AveaMüzik","150943154941519","49340","166"
"brands","telecom","475","China Mobile Hong Kong","300772256092","48293","199"
"brands","telecom","476","Enjoy Prepaid","202784558476","48062","2201"
"brands","telecom","477","Invitel","163985270284878","47408","1550"
"brands","telecom","478","o2 More Music &amp; Entertainment","138156988062","46874","1021"
"brands","telecom","479","Nar Mobile","187162071308021","46817","2704"
"brands","telecom","480","Telenet","21708711283","46715","4368"
"brands","telecom","481","LibertyPR","155802867766659","46538","2767"
"brands","telecom","482","BSNL Mobile","177698122274092","46006","1230"
"brands","telecom","483","Orange Moldova","117246441643821","45637","1092"
"brands","telecom","484","Tuyo Móvil","154664607923876","45341","359"
"brands","telecom","485","life","375546592492388","45032","3322"
"brands","telecom","486","Emtel","173396229382945","44822","3134"
"brands","telecom","487","Call me","145883417064","44759","1697"
"brands","telecom","488","Telia","266813246576","44501","2159"
"brands","telecom","489","NET10","218951054092","44366","691"
"brands","telecom","490","Moldcell","105441665474","44349","479"
"brands","telecom","491","Digicel Group","124599484158","44168","854"
"brands","telecom","492","Telefon.az","172478259428939","44071","4304"
"brands","telecom","493","Sunrise","51105518299","43723","1908"
"brands","telecom","494","Wynn Telecom","115028785207376","43569","601"
"brands","telecom","495","djuice Norge","309907468671","43216","283"
"brands","telecom","496","UPC Ireland","116913825003519","42956","1769"
"brands","telecom","497","Orange Cameroun","124462537646671","42706","954"
"brands","telecom","498","djuice Hungary","146272674242","42443","193"
"brands","telecom","499","Be...","314771503673","42295","960"
"brands","telecom","500","Tigo Senegal","136687616368750","42219","794"
"brands","telecom","501","Zain Bahrain","176299887964","41782","2555"
"brands","telecom","502","Roshan Connects","281223671916588","41208","6200"
"brands","telecom","503","Kartina.TV","353314929093","40912","4060"
"brands","telecom","504","Canal Digital Finland","10150097885270012","40765","60"
"brands","telecom","505","NextGenTel","96673990639","40354","214"
"brands","telecom","506","Telmore","50818837595","39864","381"
"brands","telecom","507","SBB","346120628736064","39747","770"
"brands","telecom","508","Soporte Movistar Perú","103305699707864","39508","1275"
"brands","telecom","509","T-Home Hungary","153178414696406","39391","516"
"brands","telecom","510","Rogers fr","200820019969331","39296","649"
"brands","telecom","511","Digi","119961321383849","38009","1326"
"brands","telecom","512","Telekom-hilft","122768271103611","37952","1661"
"brands","telecom","513","Unitel Official","442349245787583","37919","6511"
"brands","telecom","514","blau.de","208981625402","37615","128"
"brands","telecom","515","Mobile Vikings","126215907404355","37277","646"
"brands","telecom","516","DStv Kenya","135468479810701","37249","3123"
"brands","telecom","517","FenerNET","175710465791158","37171","412"
"brands","telecom","518","MTN Zambia","200012930041750","37035","529"
"brands","telecom","519","Wataniya Telecom Maldives","11655436938","37000","190"
"brands","telecom","520","CenturyLink","238535514706","36934","559"
"brands","telecom","521","SiOL","62518319843","36841","1391"
"brands","telecom","522","Belgacom 11","148488381855449","36615","1239"
"brands","telecom","523","Three Ireland","116409648379234","36582","1075"
"brands","telecom","524","TigerSat","206908645992857","36559","1064"
"brands","telecom","525","Cytamobile-Vodafone","187368624670529","36555","296"
"brands","telecom","526","Orange Côte d'Ivoire","523521977673544","36523","7264"
"brands","telecom","527","Banglalink - Making A Difference","214970128527057","36353","843"
"brands","telecom","528","Lebara Mobile","140973865934780","35851","722"
"brands","telecom","529","Telenor Danmark","224393774239629","35764","1634"
"brands","telecom","530","Open Mobile PR","184215621619956","35756","1655"
"brands","telecom","531","Starman","157606954879","35753","250"
"brands","telecom","532","ZTE Indonesia","154244694611538","35095","8124"
"brands","telecom","533","DHIRAAGU","103991719652867","34878","1023"
"brands","telecom","534","Altibox","213099509307","34859","2996"
"brands","telecom","535","Telmex Colombia","172927972720801","34826","35"
"brands","telecom","536","Verizon Insider","85509797198","34822","53"
"brands","telecom","537","FASTWEB","103435909471","34725","1112"
"brands","telecom","538","Huawei Mobile Maroc","289671027753569","34677","49"
"brands","telecom","539","Kyivstar","148049508572201","34644","899"
"brands","telecom","540","Jazztel","86711794535","34619","1535"
"brands","telecom","541","Citycell","199862770049002","34386","755"
"brands","telecom","542","1&amp;1 Internet AG","178880938678","33803","500"
"brands","telecom","543","Orange UK","113887775342324","33691","450"
"brands","telecom","544","Deutsche Telekom AG","101768433554","33517","1778"
"brands","telecom","545","HD+","167811573312136","33210","542"
"brands","telecom","546","bmobile","134582266583343","32690","723"
"brands","telecom","547","JIM Mobile","131636412854","32628","655"
"brands","telecom","548","OTE","183660888336794","32532","1553"
"brands","telecom","549","TCC","139545199455990","32159","2600"
"brands","telecom","550","Tele2 Deutschland","266681168873","31912","109"
"brands","telecom","551","DEALER CHAVEZ","115534827432","31650","2086"
"brands","telecom","552","Orto.si","70186628445","31450","149"
"brands","telecom","553","Airtel Zambia","195420173835877","31365","764"
"brands","telecom","554","Teleperformance Group","181484278532115","31052","664"
"brands","telecom","555","Nuvola Italiana","164913773543444","30850","732"
"brands","telecom","556","Juniper Networks","85804120293","29934","1246"
"brands","telecom","557","BLINK Broadband","113138832068592","29919","1357"
"brands","telecom","558","KARTALCELL","127222154640","29903","251"
"brands","telecom","559","TracFone Wireless","131038446496","29631","1049"
"brands","telecom","560","Netlife Ecuador","136336513083877","29353","202"
"brands","telecom","561","Onfone","152322354792007","29138","410"
"brands","telecom","562","UPC Nederland","131830250222080","28854","767"
"brands","telecom","563","Mada (Internet Service Provider)","130569200325105","28827","669"
"brands","telecom","564","Canal Digital Norge","150256011687260","28691","817"
"brands","telecom","565","Movicel Telecomunicações","148797741934599","28617","1581"
"brands","telecom","566","::BD Mobile Operator News…","217385004965267","28453","1690"
"brands","telecom","567","PLUS Communication","160226350659001","27473","164"
"brands","telecom","568","MLM Leads","336315546401303","27079","1442"
"brands","telecom","569","Kuzey Kıbrıs Turkcell","127496543986832","26868","200"
"brands","telecom","570","Teletalk Live","185118828167704","26660","3016"
"brands","telecom","571","Claro Uruguay","525576670803844","26623","4109"
"brands","telecom","572","Cabletica","120951631259414","26247","435"
"brands","telecom","573","3 Danmark","153641641318562","26094","1714"
"brands","telecom","574","CENCEL","207566261135","25916","157"
"brands","telecom","575","MÁSMÓVIL","111401102720","25652","129"
"brands","telecom","576","fullmóvil","112148865533847","25587","713"
"brands","telecom","577","Mobilink Careers","188892384482448","25581","768"
"brands","telecom","578","Reliance Global Call","141992492490904","25465","425"
"brands","telecom","579","Warid Uganda","229935007079186","25397","1297"
"brands","telecom","580","Amis Cafe' - plac za frende","148964525128079","25104","1614"
"brands","telecom","581","ezetop","97081780368","24993","28"
"brands","telecom","582","3 Sverige","66188646186","24507","1032"
"brands","telecom","583","Mingl","374307492581919","24050","194"
"brands","telecom","584","Club Masta airtel","250036481744791","23707","1781"
"brands","telecom","585","Prepaidunion","119957441395155","23649","37"
"brands","telecom","586","U Mobile","244603938923102","23548","56"
"brands","telecom","587","Alltel Wireless","17231806717","23215","240"
"brands","telecom","588","TrabzonCell","106587405686","23184","38"
"brands","telecom","589","Netflix UK &amp; Ireland","138825536219512","23031","568"
"brands","telecom","590","Mobistar België","181412015240052","22768","3464"
"brands","telecom","591","Tele2 Nederland","171867829499431","22589","789"
"brands","telecom","592","Mobistar Belgique","178678388854488","22321","3105"
"brands","telecom","593","GCI","199297550244","22207","540"
"brands","telecom","594","Simyo","49599965972","22126","1141"
"brands","telecom","595","Viettel 3G","210148042435157","22036","47"
"brands","telecom","596","RiksTV","92500569328","22026","718"
"brands","telecom","597","DIIL","254090509002","21260","67"
"brands","telecom","598","Claro (clarotodo)","123599904342933","21230","3422"
"brands","telecom","599","Vodacom Unlimited Experience","193053837379635","20999","130"
"brands","telecom","600","WorldCall Telecom","188710121170794","20857","4731"
"brands","telecom","601","amaysim","175734202453420","20835","671"
"brands","telecom","602","Telenor Crna Gora","123679210998517","20704","109"
"brands","telecom","603","Only Outremer Telecom","198407343518978","20535","157"
"brands","telecom","604","One Call","201508096471","20510","829"
"brands","telecom","605","DIGICEL Papua New Guinea","371814462654","20205","504"
"brands","telecom","606","PCCW Customer Service (official)","200383099984165","20192","181"
"brands","telecom","607","Orange Caraïbe","134758756537113","20112","1392"
"brands","telecom","608","Cincinnati Bell","110376283088","19799","1105"
"brands","telecom","609","MTN CONGO","101889216513794","19786","1860"
"brands","telecom","610","Cyta Hellas","149017151897154","19698","396"
"brands","telecom","611","Portugal Telecom","117745288271605","19594","1330"
"brands","telecom","612","BanglaLion ( WIMAX INTERNET)","108780385839786","19469","82"
"brands","telecom","613","Hello Axiata","131732023554326","19436","713"
"brands","telecom","614","PEO TV","245458828804300","19433","131"
"brands","telecom","615","Celcom Customer Service","150662114999151","19232","255"
"brands","telecom","616","Ollo Bangladesh","184659998274362","19134","417"
"brands","telecom","617","Интертелеком","165550983487256","19120","735"
"brands","telecom","618","Sparhandy","129848863856","19033","1217"
"brands","telecom","619","ArenaPhone","157614600959735","19016","4"
"brands","telecom","620","Afghan Wireless","356944424356661","18516","2607"
"brands","telecom","621","МегаФон","77840389655","18465","451"
"brands","telecom","622","UPC Česká republika","219062601546438","18229","1388"
"brands","telecom","623","Arab Mobile Content ltd.","147296745318596","18223","237"
"brands","telecom","624","DIGI","100995803291839","18144","333"
"brands","telecom","625","Cable and Wireless Panama","223265201043621","17673","283"
"brands","telecom","626","Viasat Norge","170557172966232","17543","573"
"brands","telecom","627","ZTE UK","240512702667017","17318","118"
"brands","telecom","628","CBB Mobil","138374156182403","17282","1758"
"brands","telecom","629","Nextel Chile","187434784600009","17231","983"
"brands","telecom","630","YooMee | Internet nonstop","198021140237506","17008","874"
"brands","telecom","631","Kcell","102659973104852","17003","1279"
"brands","telecom","632","Univisa","208723212502415","16578","2543"
"brands","telecom","633","MTN Côte d'Ivoire","115845031769566","16415","813"
"brands","telecom","634","GlobalNet","343967953873","16376","124"
"brands","telecom","635","CLEAR","125798100763901","16327","320"
"brands","telecom","636","Telenor Sverige","297341230278243","16222","1224"
"brands","telecom","637","TELE2 Russia","114872738534104","15954","262"
"brands","telecom","638","Tele Finland","186328334308","15759","79"
"brands","telecom","639","Omantel","133549416692270","15725","2106"
"brands","telecom","640","Digicel Curaçao","99212330886","15351","1145"
"brands","telecom","641","Topnet","289921888999","15277","114"
"brands","telecom","642","MobiCom Official","105701022801307","15080","392"
"brands","telecom","643","Digicel Suriname","130910644370","15020","605"
"brands","telecom","644","JAPI El Salvador","277449842297296","14857","604"
"brands","telecom","645","BASE Belgium","114531268624058","14853","275"
"brands","telecom","646","DigiCell","105795041965","14705","1369"
"brands","telecom","647","djuice Ukraine","147789001929427","14701","683"
"brands","telecom","648","EZECOM","492309577455604","14690","687"
"brands","telecom","649","Telemach","144698831535","14593","127"
"brands","telecom","650","Simyo","105023282868133","14499","1129"
"brands","telecom","651","Cuộc Sống Di Động","394919517244498","14447","165"
"brands","telecom","652","MegaNet","54280702802","14319","459"
"brands","telecom","653","Batelco","20428895888","14305","138"
"brands","telecom","654","Fundación Telefónica","105967107278","14300","156"
"brands","telecom","655","bob","168401993248084","14110","2820"
"brands","telecom","656","Vodafone Ireland World of…","300103509377","14100","156"
"brands","telecom","657","MTS Uzbekistan","164604113557472","14075","26"
"brands","telecom","658","Skytel Official","327698677245309","13690","683"
"brands","telecom","659","Bepapareil","168912419792553","13639","240"
"brands","telecom","660","IT Telkom","62432525459","13400","10"
"brands","telecom","661","Netflix Suomi","455432631153875","13398","455"
"brands","telecom","662","TalkTalk","9615015947","13298","1099"
"brands","telecom","663","Kabel Deutschland","112216072203427","13222","586"
"brands","telecom","664","GALA TV Guru","285069892982","13167","97"
"brands","telecom","665","Telia Företag","316763498351310","13054","896"
"brands","telecom","666","Belgacom Skynet","141776749219980","12982","128"
"brands","telecom","667","JIM Mobile","107489312649434","12930","459"
"brands","telecom","668","Tušmobil d.o.o.","183068912838","12835","390"
"brands","telecom","669","Time Warner Cable Jobs","147453335299047","12798","97"
"brands","telecom","670","Tesco Mobile Ireland","141591829190523","12536","135"
"brands","telecom","671","Vodacom RDC","214596078648154","11997","6691"
"brands","telecom","672","Tele-G powered by Telesur","148512408509877","11934","350"
"brands","telecom","673","Cablevisión Uruguay","354722454548766","11704","543"
"brands","telecom","674","SETAR NV","20211769989","11669","166"
"brands","telecom","675","dunia AXIS","219604541434711","11529","324"
"brands","telecom","676","Mauritel (Page Officielle)","330341147036697","11513","954"
"brands","telecom","677","MTN Bénin Officiel","405241262873140","11388","1601"
"brands","telecom","678","Crnogorski Telekom","202486513120392","11351","284"
"brands","telecom","679","Belgacom","94951296298","11339","1007"
"brands","telecom","680","Beeline Armenia","167044896656705","11249","88"
"brands","telecom","681","Tango","269720833050923","11240","115"
"brands","telecom","682","Datacentrum WEDOS","259342012779","10933","1302"
"brands","telecom","683","3Macau","111045022274283","10907","199"
"brands","telecom","684","Sri Lanka Telecom PLC","160274863983264","10873","91"
"brands","telecom","685","Казахтелеком КТ","127781907319038","10544","1055"
"brands","telecom","686","YouSee","111063605642207","10424","630"
"brands","telecom","687","Orange Sport Polska","57502959605","10299","1068"
"brands","telecom","688","XLCare","307981945932087","10255","297"
"brands","telecom","689","Com Hem AB","104570752922541","10101","250"
"brands","telecom","690","Movilnet","91522765060","10022","16"
"brands","telecom","691","Orange Réunion","308119507966","10010","306"
"brands","telecom","692","Dodo Australia","163311407061785","9708","512"
"brands","telecom","693","ბანი BANI","131210110283200","9540","70"
"brands","telecom","694","Talkmore","135421089851865","9508","136"
"brands","telecom","695","MTN Rwanda","217538381616900","9416","531"
"brands","telecom","696","SizzFan","195928950433633","9324","15"
"brands","telecom","697","MobiMEA","107022449391916","9318","1"
"brands","telecom","698","BASE CHECK","214293095261999","9303","26"
"brands","telecom","699","GSMobile","70903563615","9204","38"
"brands","telecom","700","Orange Armenia - պաշտոնական էջ","150396248350269","9193","146"
"brands","telecom","701","VivaCell-MTS - Պաշտոնական էջ","232033900191146","8972","311"
"brands","telecom","702","Arabsat","142691555771780","8912","58"
"brands","telecom","703","Unite","216412057204","8901","14"
"brands","telecom","704","Tele2Latvia","121645514542989","8750","118"
"brands","telecom","705","中國電信澳門","111551538857984","8727","390"
"brands","telecom","706","UberConference","209118572525880","8695","121"
"brands","telecom","707","Netia","111466048863500","8627","145"
"brands","telecom","708","TurkNet","121337211224981","8624","26"
"brands","telecom","709","MobileProAfrica","173274236042011","8483","3"
"brands","telecom","710","Lebara Mobile Nederland","137897666244218","8480","579"
"brands","telecom","711","Telio","18094064054","8435","51"
"brands","telecom","712","CableNet","24422031106","8341","273"
"brands","telecom","713","TVN","307896512560955","8202","49"
"brands","telecom","714","PLDT Landline","143688465643706","8002","62"
"brands","telecom","715","Intelbras","100282193374677","7956","1400"
"brands","telecom","716","Tunisie Telecom","25433978220","7946","33"
"brands","telecom","717","Beeline KZ","178928252129734","7424","1200"
"brands","telecom","718","Uganda Telecom","52430220630","7363","1253"
"brands","telecom","719","Føroya Tele","116415095040104","7309","6"
"brands","telecom","720","RINGO SA","138402097519","7289","20"
"brands","telecom","721","Soluciones ETB Hogares","234370136617753","7192","248"
"brands","telecom","722","Conect","174546932560305","7153","80"
